latitude,longitude,intensity
51.68468957944199,12.2991943359375,0.1321557150433805
51.68468957944199,12.299537658691406,0.22840995586221163
51.68468957944199,12.299880981445312,0.2753394014544526
51.68468957944199,12.300224304199219,0.24265935784553636
51.68468957944199,12.300567626953125,0.20545473781815685
51.68468957944199,12.300910949707031,0.24377319156352104
51.68468957944199,12.301254272460938,0.2895967887485697
51.68468957944199,12.301597595214844,0.3006363139827437
51.68468957944199,12.30194091796875,0.28856326248643727
51.68468957944199,12.302284240722656,0.22937029503296694
51.68468957944199,12.302627563476562,0.1291368244274683
51.68447672270844,12.297134399414062,0.13195938844493893
51.68447672270844,12.297477722167969,0.22922983525305782
51.68447672270844,12.297821044921875,0.28716647994809363
51.68447672270844,12.298164367675781,0.2986060892506785
51.68447672270844,12.298507690429688,0.3003882274708446
51.68447672270844,12.298851013183594,0.3218902180852916
51.68447672270844,12.2991943359375,0.41912011490643625
51.68447672270844,12.299537658691406,0.5778159619938297
51.68447672270844,12.299880981445312,0.6551895308810507
51.68447672270844,12.300224304199219,0.6013092543376198
51.68447672270844,12.300567626953125,0.5399697917353373
51.68447672270844,12.300910949707031,0.6031656406883436
51.68447672270844,12.301254272460938,0.6789523096309462
51.68447672270844,12.301597595214844,0.6982123234677573
51.68447672270844,12.30194091796875,0.6800322672648392
51.68447672270844,12.302284240722656,0.582808293160684
51.68447672270844,12.302627563476562,0.40943146598017827
51.68447672270844,12.302970886230469,0.2530785345463711
51.68447672270844,12.303314208984375,0.13403342229704537
51.68447672270844,12.305717468261719,0.13228233145882018
51.68447672270844,12.306060791015625,0.22949842612476049
51.68447672270844,12.306404113769531,0.28740219404088
51.68447672270844,12.306747436523438,0.2874275521363175
51.68447672270844,12.307090759277344,0.23057184131549935
51.68447672270844,12.30743408203125,0.14647038055946446
51.68447672270844,12.307777404785156,0.14647038055898592
51.68447672270844,12.308120727539062,0.23057184098433986
51.68447672270844,12.308464050292969,0.28742747089750453
51.68447672270844,12.308807373046875,0.2873948297015287
51.68447672270844,12.309150695800781,0.22924987287722007
51.68447672270844,12.309494018554688,0.12909497906382883
51.68426386497415,12.291297912597656,0.13171814338817667
51.68426386497415,12.291641235351562,0.22814949587232689
51.68426386497415,12.291984558105469,0.28540377737752404
51.68426386497415,12.292327880859375,0.29769985308312646
51.68426386497415,12.292671203613281,0.2985389889453365
51.68426386497415,12.293014526367188,0.2869372574308689
51.68426386497415,12.293357849121094,0.22587566558717662
